order_id,order_date,dt_month,country_code,channel_id,shop_id,warehouse_id,dest_warehouse,order_type,campaign_id,gmv,cost_promo_discount,cost_ad_spend,cost_refund,cost_front_total,cost_production,cost_freight,cost_warehouse,cost_commission,cost_other,cost_back_total,gross_margin_amt,gross_margin_pct,item_qty,sku_qty,created_at,paid_at,shipped_at,delivered_at,turnover_days
82,2025-09-16,2025-09,AU,AMZ,SHOP_US,WH_EU_DE,WH_AU,B2C_MEMBER,CAMP001,47.37,3.31,4.72,2.81,10.84,8.54,2.29,1.57,6.16,1.35,19.91,16.62,0.3509,3,3,2025-09-16,2025-09-16 01:00:00,2025-09-16 21:00:00,2025-09-23 05:00:00,18
83,2025-06-01,2025-06,UK,AMZ,SHOP_UK,WH_EU_DE,WH_EU_DE,B2C_BUNDLE,,127.42,11.33,7.7,2.33,21.36,20.3,6.2,3.43,18.56,2.36,50.849999999999994,55.21000000000001,0.4333,3,3,2025-06-01,2025-06-01 00:00:00,2025-06-02 13:00:00,2025-06-03 23:00:00,7
84,2025-02-24,2025-02,US,DTC,SHOP_EU,WH_AU,WH_EU_DE,B2C_STD,,87.43,3.95,8.26,0.41,12.620000000000001,14.37,3.28,2.51,12.58,2.6,35.339999999999996,39.470000000000006,0.4514,1,2,2025-02-24,2025-02-24 00:00:00,2025-02-24 12:00:00,2025-02-27 18:00:00,2
85,2025-05-25,2025-05,UK,DTC,SHOP_EU,WH_US_WEST,WH_US_EAST,B2C_BUNDLE,,105.55,5.36,5.72,2.53,13.61,16.94,7.38,4.56,15.43,2.23,46.54,45.4,0.4301,2,3,2025-05-25,2025-05-25 00:00:00,2025-05-25 16:00:00,2025-05-26 17:00:00,29
86,2025-05-30,2025-05,US,AMZ,SHOP_US,WH_UK,WH_AU,B2C_BUNDLE,CAMP001,213.61,17.38,7.23,8.11,32.72,41.08,13.96,4.76,20.75,6.11,86.66,94.23000000000002,0.4411,5,1,2025-05-30,2025-05-30 01:00:00,2025-05-30 09:00:00,2025-06-03 01:00:00,14
87,2025-10-25,2025-10,US,AMZ,SHOP_US,WH_AU,WH_EU_DE,B2C_BUNDLE,CAMP001,235.81,25.89,10.45,3.17,39.510000000000005,54.13,9.32,10.57,21.04,2.38,97.44,98.86000000000001,0.4192,5,3,2025-10-25,2025-10-25 01:00:00,2025-10-26 21:00:00,2025-10-28 12:00:00,5
88,2025-09-21,2025-09,US,AMZ,SHOP_EU,WH_UK,WH_EU_DE,B2C_STD,CAMP001,70.86,7.16,4.2,2.01,13.37,11.63,3.43,2.33,7.17,1.77,26.330000000000002,31.16,0.4397,2,1,2025-09-21,2025-09-21 00:00:00,2025-09-21 16:00:00,2025-09-27 01:00:00,18
89,2025-12-21,2025-12,US,DTC,SHOP_US,WH_UK,WH_EU_DE,B2C_STD,CAMP001,111.95,8.77,5.08,3.58,17.43,18.25,3.95,4.24,15.97,3.14,45.55,48.97000000000001,0.4374,5,3,2025-12-21,2025-12-21 00:00:00,2025-12-21 04:00:00,2025-12-23 09:00:00,11
90,2025-07-23,2025-07,US,AMZ,SHOP_EU,WH_US_WEST,WH_AU,B2C_STD,,234.3,21.8,7.03,1.08,29.910000000000004,50.22,14.39,5.32,34.69,3.0,107.62,96.77000000000001,0.413,2,3,2025-07-23,2025-07-23 00:00:00,2025-07-24 04:00:00,2025-07-25 13:00:00,10
91,2025-03-16,2025-03,US,DTC,SHOP_UK,WH_EU_DE,WH_AU,B2C_STD,CAMP002,43.6,2.46,4.1,2.03,8.59,7.4,1.57,1.31,6.11,0.52,16.91,18.100000000000005,0.4151,1,1,2025-03-16,2025-03-16 00:00:00,2025-03-16 07:00:00,2025-03-19 20:00:00,11
92,2025-10-19,2025-10,UK,AMZ,SHOP_US,WH_US_WEST,WH_US_EAST,B2C_STD,CAMP003,50.32,4.23,4.48,3.56,12.270000000000001,8.04,3.99,1.14,4.41,0.93,18.509999999999998,19.54,0.3883,1,1,2025-10-19,2025-10-19 00:00:00,2025-10-20 15:00:00,2025-10-25 03:00:00,27
93,2025-11-05,2025-11,US,AMZ,SHOP_EU,WH_AU,WH_UK,B2C_STD,CAMP001,65.81,4.38,5.39,0.8,10.57,10.97,4.54,3.21,9.63,1.89,30.240000000000002,25.0,0.3799,1,1,2025-11-05,2025-11-05 01:00:00,2025-11-05 14:00:00,2025-11-12 03:00:00,2
94,2025-08-24,2025-08,US,AMZ,SHOP_UK,WH_AU,WH_EU_DE,B2C_STD,CAMP002,160.95,6.28,6.72,7.7,20.7,39.01,7.97,7.12,17.65,3.36,75.11,65.14,0.4047,2,1,2025-08-24,2025-08-24 00:00:00,2025-08-25 07:00:00,2025-08-29 01:00:00,15
95,2025-11-09,2025-11,FR,AMZ,SHOP_UK,WH_AU,WH_UK,B2C_PROMO,,63.1,5.69,2.42,3.36,11.469999999999999,14.65,3.72,2.13,5.09,1.3,26.89,24.740000000000002,0.3921,2,2,2025-11-09,2025-11-09 01:00:00,2025-11-09 10:00:00,2025-11-12 02:00:00,7
96,2025-07-31,2025-07,UK,AMZ,SHOP_EU,WH_US_WEST,WH_AU,B2C_STD,,242.98,18.38,8.44,8.15,34.97,45.05,18.36,6.49,26.96,3.12,99.97999999999999,108.03,0.4446,4,1,2025-07-31,2025-07-31 00:00:00,2025-08-01 06:00:00,2025-08-02 23:00:00,9
97,2025-08-10,2025-08,UK,AMZ,SHOP_US,WH_UK,WH_AU,B2C_STD,CAMP002,128.28,7.17,10.35,7.19,24.71,27.65,7.4,6.16,10.68,1.28,53.169999999999995,50.4,0.3929,5,3,2025-08-10,2025-08-10 00:00:00,2025-08-10 15:00:00,2025-08-14 00:00:00,5
98,2025-07-07,2025-07,US,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_MEMBER,CAMP001,140.33,15.6,13.33,4.61,33.54,28.59,5.43,4.26,16.57,3.68,58.529999999999994,48.260000000000026,0.3439,5,3,2025-07-07,2025-07-07 01:00:00,2025-07-07 07:00:00,2025-07-10 18:00:00,7
99,2025-02-10,2025-02,US,DTC,SHOP_UK,WH_US_EAST,WH_UK,B2C_MEMBER,CAMP003,84.26,1.86,5.07,3.4,10.33,18.34,4.12,2.09,8.74,0.99,34.28,39.650000000000006,0.4706,4,2,2025-02-10,2025-02-10 00:00:00,2025-02-11 12:00:00,2025-02-16 03:00:00,20
100,2025-03-12,2025-03,US,AMZ,SHOP_EU,WH_AU,WH_AU,B2C_BUNDLE,CAMP002,133.61,6.89,5.12,0.08,12.09,29.16,9.64,4.93,15.12,3.03,61.879999999999995,59.640000000000015,0.4464,4,1,2025-03-12,2025-03-12 01:00:00,2025-03-12 14:00:00,2025-03-14 16:00:00,2
101,2025-02-12,2025-02,US,AMZ,SHOP_US,WH_UK,WH_US_EAST,B2C_MEMBER,CAMP002,175.62,4.51,11.57,9.72,25.799999999999997,37.38,10.93,8.48,21.59,4.97,83.35000000000001,66.46999999999998,0.3785,1,3,2025-02-12,2025-02-12 01:00:00,2025-02-13 11:00:00,2025-02-17 06:00:00,3
102,2025-09-21,2025-09,US,DTC,SHOP_UK,WH_US_EAST,WH_AU,B2C_PROMO,,195.26,18.87,10.63,10.33,39.83,34.48,12.21,3.93,27.5,2.77,80.89,74.54,0.3817,4,2,2025-09-21,2025-09-21 00:00:00,2025-09-21 18:00:00,2025-09-23 15:00:00,2
103,2025-05-26,2025-05,US,DTC,SHOP_EU,WH_UK,WH_US_WEST,B2C_MEMBER,,195.85,17.67,11.01,0.6,29.28,30.14,14.36,5.32,24.74,4.56,79.12,87.44999999999999,0.4465,2,3,2025-05-26,2025-05-26 00:00:00,2025-05-26 10:00:00,2025-05-29 01:00:00,21
104,2025-08-05,2025-08,US,DTC,SHOP_US,WH_AU,WH_UK,B2C_STD,,157.14,8.35,11.55,4.63,24.529999999999998,30.73,11.74,7.57,17.35,1.82,69.21,63.39999999999999,0.4035,3,2,2025-08-05,2025-08-05 01:00:00,2025-08-06 16:00:00,2025-08-12 04:00:00,22
105,2025-12-29,2025-12,US,DTC,SHOP_UK,WH_EU_DE,WH_US_WEST,B2C_STD,CAMP003,228.96,20.05,18.39,17.93,56.37,54.74,17.4,5.75,31.45,5.05,114.39,58.2,0.2542,2,2,2025-12-29,2025-12-29 01:00:00,2025-12-29 18:00:00,2026-01-02 19:00:00,23
106,2025-05-02,2025-05,UK,AMZ,SHOP_US,WH_AU,WH_AU,B2C_STD,CAMP003,209.83,12.5,7.92,7.06,27.48,43.42,7.29,4.91,30.09,2.79,88.50000000000001,93.85000000000001,0.4473,4,1,2025-05-02,2025-05-02 00:00:00,2025-05-02 17:00:00,2025-05-06 10:00:00,19
107,2025-06-30,2025-06,US,AMZ,SHOP_UK,WH_US_WEST,WH_US_EAST,B2C_STD,,196.55,18.8,6.39,7.89,33.08,45.84,11.24,7.29,17.37,4.86,86.60000000000001,76.87000000000002,0.3911,5,2,2025-06-30,2025-06-30 01:00:00,2025-06-30 07:00:00,2025-07-01 12:00:00,4
108,2025-11-03,2025-11,US,DTC,SHOP_EU,WH_UK,WH_EU_DE,B2C_STD,,42.23,2.76,4.21,3.07,10.04,10.52,2.83,1.94,4.95,0.68,20.919999999999998,11.27,0.2669,2,3,2025-11-03,2025-11-03 00:00:00,2025-11-03 06:00:00,2025-11-08 21:00:00,24
109,2025-04-25,2025-04,UK,DTC,SHOP_US,WH_UK,WH_AU,B2C_PROMO,,31.51,1.93,1.46,1.81,5.199999999999999,5.24,2.14,1.08,3.15,0.61,12.22,14.090000000000002,0.4472,5,3,2025-04-25,2025-04-25 01:00:00,2025-04-26 02:00:00,2025-04-27 19:00:00,20
110,2025-03-01,2025-03,UK,AMZ,SHOP_UK,WH_US_WEST,WH_US_EAST,B2C_BUNDLE,CAMP001,76.74,8.71,2.59,3.57,14.870000000000001,16.82,4.63,3.82,6.39,1.69,33.35,28.51999999999999,0.3716,2,1,2025-03-01,2025-03-01 00:00:00,2025-03-01 22:00:00,2025-03-06 06:00:00,7
111,2025-05-17,2025-05,US,DTC,SHOP_US,WH_US_WEST,WH_UK,B2C_PROMO,,175.98,7.93,7.62,11.23,26.78,38.26,6.75,7.11,22.31,2.36,76.78999999999999,72.41,0.4115,5,1,2025-05-17,2025-05-17 01:00:00,2025-05-18 15:00:00,2025-05-23 20:00:00,28
112,2025-03-31,2025-03,DE,AMZ,SHOP_US,WH_EU_DE,WH_US_WEST,B2C_STD,CAMP003,120.46,3.86,3.94,8.33,16.13,29.87,8.42,2.68,16.91,2.99,60.87,43.46,0.3608,2,2,2025-03-31,2025-03-31 01:00:00,2025-03-31 16:00:00,2025-04-06 05:00:00,22
113,2026-01-06,2026-01,UK,AMZ,SHOP_EU,WH_UK,WH_US_WEST,B2C_BUNDLE,,118.53,9.3,6.81,4.33,20.439999999999998,29.46,7.82,5.9,10.83,1.9,55.91,42.18000000000001,0.3559,5,1,2026-01-06,2026-01-06 00:00:00,2026-01-06 08:00:00,2026-01-08 13:00:00,7
114,2025-11-22,2025-11,US,AMZ,SHOP_US,WH_UK,WH_US_WEST,B2C_PROMO,,224.61,26.26,19.35,8.54,54.15,49.11,7.71,7.24,30.74,5.22,100.02,70.44000000000001,0.3136,3,3,2025-11-22,2025-11-22 01:00:00,2025-11-22 14:00:00,2025-11-28 15:00:00,17
115,2025-09-20,2025-09,FR,AMZ,SHOP_UK,WH_EU_DE,WH_UK,B2C_STD,,227.02,13.12,12.23,7.01,32.36,39.58,12.08,6.5,31.72,2.99,92.86999999999999,101.79000000000003,0.4484,1,3,2025-09-20,2025-09-20 01:00:00,2025-09-21 21:00:00,2025-09-25 10:00:00,19
116,2025-12-16,2025-12,FR,AMZ,SHOP_UK,WH_US_EAST,WH_US_EAST,B2C_PROMO,CAMP001,230.02,6.03,14.05,17.79,37.870000000000005,52.87,8.9,8.45,33.12,5.47,108.81,83.34,0.3623,2,1,2025-12-16,2025-12-16 01:00:00,2025-12-17 13:00:00,2025-12-24 06:00:00,22
117,2025-11-21,2025-11,US,AMZ,SHOP_UK,WH_EU_DE,WH_UK,B2C_STD,,99.05,5.34,7.66,5.52,18.52,15.92,4.64,2.89,9.76,1.24,34.45,46.08,0.4652,3,1,2025-11-21,2025-11-21 01:00:00,2025-11-21 17:00:00,2025-11-27 16:00:00,16
118,2025-04-10,2025-04,US,DTC,SHOP_UK,WH_AU,WH_US_WEST,B2C_STD,CAMP001,182.03,12.85,11.95,1.21,26.009999999999998,41.52,5.63,4.11,26.08,3.37,80.71000000000001,75.31,0.4137,1,1,2025-04-10,2025-04-10 01:00:00,2025-04-11 15:00:00,2025-04-17 01:00:00,3
119,2025-12-23,2025-12,DE,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_MEMBER,CAMP002,89.76,3.25,8.11,6.2,17.56,21.63,4.49,1.8,9.2,1.34,38.46,33.74,0.3759,2,2,2025-12-23,2025-12-23 01:00:00,2025-12-24 12:00:00,2025-12-31 08:00:00,15
120,2025-08-16,2025-08,DE,AMZ,SHOP_US,WH_US_WEST,WH_EU_DE,B2C_STD,CAMP001,71.93,6.17,6.52,2.77,15.459999999999999,13.54,4.14,2.41,8.54,1.8,30.43,26.040000000000006,0.362,3,2,2025-08-16,2025-08-16 01:00:00,2025-08-16 15:00:00,2025-08-20 18:00:00,14
121,2025-11-22,2025-11,US,DTC,SHOP_EU,WH_AU,WH_UK,B2C_STD,,70.62,8.46,2.17,0.39,11.020000000000001,15.05,4.31,3.19,5.9,1.08,29.53,30.07,0.4258,3,3,2025-11-22,2025-11-22 00:00:00,2025-11-23 17:00:00,2025-11-25 01:00:00,15
122,2025-12-25,2025-12,US,DTC,SHOP_US,WH_UK,WH_UK,B2C_BUNDLE,CAMP002,105.26,6.86,8.89,4.63,20.38,20.32,6.65,3.91,8.74,2.91,42.53,42.35000000000001,0.4023,3,2,2025-12-25,2025-12-25 01:00:00,2025-12-26 04:00:00,2025-12-28 18:00:00,14
123,2025-05-28,2025-05,US,DTC,SHOP_US,WH_EU_DE,WH_US_EAST,B2C_PROMO,CAMP003,124.59,6.91,7.76,4.16,18.83,24.14,8.95,6.23,16.25,3.47,59.040000000000006,46.72,0.375,4,2,2025-05-28,2025-05-28 01:00:00,2025-05-29 15:00:00,2025-05-31 14:00:00,7
124,2025-03-13,2025-03,UK,DTC,SHOP_US,WH_AU,WH_US_EAST,B2C_STD,,212.81,12.78,21.11,14.94,48.83,38.53,8.68,6.09,23.65,2.96,79.90999999999998,84.07000000000004,0.395,5,2,2025-03-13,2025-03-13 00:00:00,2025-03-13 22:00:00,2025-03-20 02:00:00,25
125,2025-04-25,2025-04,UK,DTC,SHOP_EU,WH_UK,WH_UK,B2C_STD,CAMP002,56.38,1.78,3.6,0.92,6.3,12.75,2.03,1.6,5.52,1.26,23.16,26.920000000000005,0.4775,1,2,2025-04-25,2025-04-25 01:00:00,2025-04-25 10:00:00,2025-05-01 07:00:00,3
126,2025-07-06,2025-07,US,AMZ,SHOP_US,WH_US_EAST,WH_US_WEST,B2C_STD,,191.68,20.76,18.99,12.67,52.42,46.7,13.91,4.75,17.89,2.25,85.5,53.75999999999999,0.2805,5,3,2025-07-06,2025-07-06 01:00:00,2025-07-07 20:00:00,2025-07-10 05:00:00,17
127,2025-11-26,2025-11,UK,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_PROMO,CAMP003,146.92,9.03,12.17,6.55,27.75,35.86,5.56,3.66,18.64,2.62,66.34,52.829999999999984,0.3596,5,1,2025-11-26,2025-11-26 00:00:00,2025-11-27 23:00:00,2025-12-01 11:00:00,10
128,2025-12-12,2025-12,DE,AMZ,SHOP_UK,WH_US_WEST,WH_US_EAST,B2C_STD,CAMP001,93.35,5.48,4.43,0.41,10.32,15.63,7.35,2.67,7.47,2.27,35.39,47.64,0.5103,5,3,2025-12-12,2025-12-12 01:00:00,2025-12-13 22:00:00,2025-12-20 10:00:00,15
129,2025-02-03,2025-02,US,AMZ,SHOP_UK,WH_UK,WH_US_WEST,B2C_STD,,138.42,11.9,9.37,10.76,32.03,32.87,9.98,6.06,18.88,3.21,70.99999999999999,35.39,0.2557,3,2,2025-02-03,2025-02-03 01:00:00,2025-02-04 15:00:00,2025-02-08 21:00:00,29
130,2025-08-06,2025-08,US,AMZ,SHOP_US,WH_US_EAST,WH_AU,B2C_MEMBER,CAMP001,95.99,6.16,9.55,3.94,19.650000000000002,21.48,5.28,4.53,8.21,2.16,41.66,34.67999999999999,0.3613,5,1,2025-08-06,2025-08-06 00:00:00,2025-08-06 07:00:00,2025-08-09 08:00:00,6
131,2025-07-03,2025-07,DE,DTC,SHOP_EU,WH_EU_DE,WH_US_EAST,B2C_PROMO,,161.14,13.67,14.51,3.75,31.93,28.25,12.74,7.94,15.05,2.52,66.5,62.70999999999998,0.3892,4,1,2025-07-03,2025-07-03 00:00:00,2025-07-04 12:00:00,2025-07-10 23:00:00,28
132,2025-04-23,2025-04,FR,AMZ,SHOP_UK,WH_UK,WH_US_WEST,B2C_STD,,125.45,3.28,4.62,4.71,12.61,19.66,4.37,3.38,13.43,2.2,43.040000000000006,69.8,0.5564,2,1,2025-04-23,2025-04-23 01:00:00,2025-04-23 17:00:00,2025-04-26 19:00:00,17
133,2025-03-16,2025-03,UK,AMZ,SHOP_EU,WH_EU_DE,WH_US_WEST,B2C_PROMO,,66.17,6.71,5.26,4.54,16.509999999999998,11.7,2.99,3.07,7.54,0.8,26.099999999999998,23.560000000000006,0.3561,3,3,2025-03-16,2025-03-16 01:00:00,2025-03-17 16:00:00,2025-03-20 19:00:00,17
134,2025-06-04,2025-06,UK,AMZ,SHOP_EU,WH_EU_DE,WH_EU_DE,B2C_PROMO,,55.65,6.35,3.02,1.36,10.729999999999999,13.42,3.45,1.66,5.83,1.36,25.72,19.200000000000003,0.345,1,1,2025-06-04,2025-06-04 00:00:00,2025-06-05 22:00:00,2025-06-11 23:00:00,14
135,2026-01-11,2026-01,US,DTC,SHOP_US,WH_US_EAST,WH_EU_DE,B2C_STD,CAMP002,150.27,12.75,4.58,2.32,19.65,32.06,7.14,3.51,15.4,3.02,61.13,69.49000000000001,0.4624,2,3,2026-01-11,2026-01-11 01:00:00,2026-01-11 23:00:00,2026-01-13 06:00:00,24
136,2025-05-29,2025-05,US,AMZ,SHOP_UK,WH_UK,WH_AU,B2C_STD,CAMP001,228.53,26.39,13.31,2.36,42.06,50.76,17.46,10.54,33.7,5.52,117.97999999999999,68.49000000000001,0.2997,2,3,2025-05-29,2025-05-29 00:00:00,2025-05-30 22:00:00,2025-06-05 14:00:00,25
137,2025-08-09,2025-08,UK,DTC,SHOP_US,WH_AU,WH_US_WEST,B2C_BUNDLE,,105.67,3.71,4.91,2.52,11.14,18.57,3.52,4.13,13.2,1.58,41.0,53.53,0.5066,2,2,2025-08-09,2025-08-09 00:00:00,2025-08-09 15:00:00,2025-08-12 11:00:00,18
138,2025-10-15,2025-10,US,AMZ,SHOP_US,WH_US_EAST,WH_US_WEST,B2C_STD,,191.26,12.96,16.7,11.94,41.6,42.45,10.99,4.77,15.61,3.15,76.97000000000001,72.68999999999998,0.3801,5,2,2025-10-15,2025-10-15 00:00:00,2025-10-15 14:00:00,2025-10-20 05:00:00,25
139,2025-06-13,2025-06,US,AMZ,SHOP_UK,WH_US_EAST,WH_EU_DE,B2C_PROMO,,174.91,14.02,9.38,6.6,30.0,26.73,10.41,5.75,19.26,2.92,65.07000000000001,79.83999999999999,0.4565,5,1,2025-06-13,2025-06-13 01:00:00,2025-06-13 10:00:00,2025-06-15 13:00:00,5
140,2026-01-21,2026-01,US,AMZ,SHOP_UK,WH_UK,WH_US_EAST,B2C_STD,,234.94,18.37,20.66,4.28,43.31,44.06,14.72,6.72,33.19,2.47,101.16,90.47,0.3851,3,1,2026-01-21,2026-01-21 00:00:00,2026-01-21 15:00:00,2026-01-27 13:00:00,29
141,2026-01-18,2026-01,US,DTC,SHOP_EU,WH_UK,WH_US_EAST,B2C_STD,,210.62,12.67,6.33,2.8,21.8,44.79,9.01,8.87,21.29,3.54,87.5,101.32,0.4811,5,2,2026-01-18,2026-01-18 00:00:00,2026-01-19 06:00:00,2026-01-24 16:00:00,8
142,2025-05-03,2025-05,US,AMZ,SHOP_UK,WH_EU_DE,WH_UK,B2C_STD,,154.65,8.32,7.97,4.12,20.41,25.46,7.46,5.2,13.4,4.03,55.550000000000004,78.69,0.5088,5,3,2025-05-03,2025-05-03 00:00:00,2025-05-04 20:00:00,2025-05-06 22:00:00,7
143,2025-08-01,2025-08,US,DTC,SHOP_EU,WH_UK,WH_EU_DE,B2C_STD,CAMP002,174.55,5.7,8.18,13.13,27.009999999999998,40.55,12.6,8.67,23.23,4.88,89.92999999999999,57.61000000000003,0.33,5,3,2025-08-01,2025-08-01 01:00:00,2025-08-02 05:00:00,2025-08-06 13:00:00,23
144,2025-05-21,2025-05,US,AMZ,SHOP_EU,WH_EU_DE,WH_UK,B2C_STD,,227.65,13.47,10.55,6.25,30.270000000000003,39.5,9.05,4.93,27.87,4.64,85.99,111.39,0.4893,3,2,2025-05-21,2025-05-21 01:00:00,2025-05-22 22:00:00,2025-05-28 02:00:00,4
145,2025-05-15,2025-05,US,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_STD,,117.89,4.28,4.1,9.32,17.7,25.37,8.41,3.61,14.14,2.25,53.78,46.41,0.3937,3,3,2025-05-15,2025-05-15 01:00:00,2025-05-15 07:00:00,2025-05-18 20:00:00,18
146,2025-02-14,2025-02,FR,DTC,SHOP_UK,WH_US_WEST,WH_AU,B2C_BUNDLE,CAMP001,101.89,9.52,4.39,3.96,17.87,19.41,5.92,3.51,8.53,1.08,38.449999999999996,45.57,0.4472,4,2,2025-02-14,2025-02-14 00:00:00,2025-02-14 06:00:00,2025-02-17 19:00:00,5
147,2025-09-11,2025-09,UK,DTC,SHOP_US,WH_AU,WH_US_WEST,B2C_MEMBER,,32.38,1.32,2.23,0.46,4.01,6.79,2.21,1.14,2.91,0.89,13.940000000000001,14.430000000000003,0.4456,4,2,2025-09-11,2025-09-11 01:00:00,2025-09-12 00:00:00,2025-09-14 01:00:00,16
148,2025-08-03,2025-08,UK,DTC,SHOP_EU,WH_US_EAST,WH_AU,B2C_BUNDLE,,211.84,5.48,10.68,15.1,31.259999999999998,34.05,13.91,6.24,26.18,2.17,82.55,98.03000000000002,0.4628,4,1,2025-08-03,2025-08-03 01:00:00,2025-08-04 08:00:00,2025-08-10 08:00:00,14
149,2025-02-19,2025-02,DE,DTC,SHOP_US,WH_UK,WH_EU_DE,B2C_BUNDLE,,206.22,15.52,12.21,7.59,35.32,31.28,8.33,8.64,19.5,5.96,73.71,97.19000000000001,0.4713,4,1,2025-02-19,2025-02-19 00:00:00,2025-02-20 02:00:00,2025-02-22 01:00:00,27
150,2025-05-13,2025-05,UK,DTC,SHOP_US,WH_AU,WH_US_WEST,B2C_STD,CAMP001,52.98,4.21,2.99,3.01,10.21,12.77,3.1,2.45,6.11,1.05,25.48,17.289999999999996,0.3263,2,2,2025-05-13,2025-05-13 00:00:00,2025-05-13 06:00:00,2025-05-15 20:00:00,27
151,2025-12-29,2025-12,US,DTC,SHOP_UK,WH_US_WEST,WH_US_EAST,B2C_MEMBER,CAMP003,156.91,16.82,14.33,12.35,43.5,27.77,11.52,7.56,18.54,2.64,68.03,45.379999999999995,0.2892,2,1,2025-12-29,2025-12-29 01:00:00,2025-12-30 22:00:00,2026-01-06 01:00:00,19
152,2025-04-29,2025-04,UK,DTC,SHOP_US,WH_US_WEST,WH_US_EAST,B2C_STD,,132.08,10.26,12.33,0.53,23.12,30.64,6.82,5.83,13.19,3.76,60.239999999999995,48.72000000000001,0.3689,4,2,2025-04-29,2025-04-29 01:00:00,2025-04-30 04:00:00,2025-05-02 00:00:00,14
153,2025-03-25,2025-03,UK,DTC,SHOP_US,WH_EU_DE,WH_UK,B2C_MEMBER,,56.12,3.06,3.62,0.43,7.109999999999999,14.03,4.4,2.55,8.22,0.59,29.790000000000003,19.219999999999995,0.3425,4,3,2025-03-25,2025-03-25 00:00:00,2025-03-26 22:00:00,2025-03-31 19:00:00,9
154,2025-07-29,2025-07,DE,DTC,SHOP_UK,WH_AU,WH_EU_DE,B2C_MEMBER,CAMP002,245.73,24.65,13.05,14.16,51.86,42.06,12.93,8.97,34.15,5.31,103.42,90.45,0.3681,1,3,2025-07-29,2025-07-29 01:00:00,2025-07-30 20:00:00,2025-08-05 14:00:00,6
155,2026-01-26,2026-01,US,AMZ,SHOP_EU,WH_EU_DE,WH_EU_DE,B2C_PROMO,CAMP001,77.23,5.72,2.89,1.74,10.35,13.63,2.87,3.46,10.08,1.62,31.66,35.22000000000001,0.456,2,3,2026-01-26,2026-01-26 00:00:00,2026-01-26 09:00:00,2026-02-01 09:00:00,17
156,2025-04-30,2025-04,US,DTC,SHOP_US,WH_US_EAST,WH_US_EAST,B2C_MEMBER,,44.79,1.25,4.33,0.66,6.24,9.69,2.22,1.3,3.83,0.64,17.68,20.869999999999997,0.466,1,3,2025-04-30,2025-04-30 00:00:00,2025-04-30 23:00:00,2025-05-02 11:00:00,19
157,2025-10-04,2025-10,US,AMZ,SHOP_UK,WH_AU,WH_AU,B2C_PROMO,CAMP003,160.87,12.32,5.5,0.51,18.330000000000002,39.66,12.48,5.14,14.06,2.99,74.33,68.21,0.424,1,2,2025-10-04,2025-10-04 01:00:00,2025-10-04 15:00:00,2025-10-11 01:00:00,12
158,2025-11-05,2025-11,US,DTC,SHOP_US,WH_US_EAST,WH_US_WEST,B2C_STD,,192.55,21.33,9.79,0.34,31.459999999999997,46.52,8.85,5.68,22.05,4.44,87.54,73.55,0.382,5,3,2025-11-05,2025-11-05 01:00:00,2025-11-06 12:00:00,2025-11-08 06:00:00,4
159,2025-04-28,2025-04,UK,DTC,SHOP_US,WH_EU_DE,WH_AU,B2C_STD,,37.14,2.21,1.89,2.3,6.3999999999999995,7.44,2.73,1.26,3.39,0.91,15.73,15.010000000000002,0.4041,3,3,2025-04-28,2025-04-28 01:00:00,2025-04-29 07:00:00,2025-05-06 04:00:00,16
160,2025-10-24,2025-10,UK,AMZ,SHOP_EU,WH_AU,WH_AU,B2C_PROMO,CAMP001,174.92,8.68,9.17,1.88,19.73,40.15,12.96,5.0,25.97,1.75,85.83,69.36,0.3965,2,3,2025-10-24,2025-10-24 01:00:00,2025-10-25 01:00:00,2025-10-29 09:00:00,25
161,2025-06-15,2025-06,US,DTC,SHOP_US,WH_EU_DE,WH_US_EAST,B2C_STD,,147.1,5.05,6.1,5.5,16.65,24.06,6.99,7.19,13.4,4.23,55.86999999999999,74.58,0.507,4,3,2025-06-15,2025-06-15 00:00:00,2025-06-16 23:00:00,2025-06-23 01:00:00,11
162,2025-09-19,2025-09,AU,AMZ,SHOP_UK,WH_AU,WH_US_EAST,B2C_PROMO,CAMP001,52.72,1.85,4.47,2.56,8.88,13.06,1.8,1.55,6.02,0.7,23.13,20.709999999999997,0.3928,4,2,2025-09-19,2025-09-19 01:00:00,2025-09-19 17:00:00,2025-09-23 12:00:00,22
163,2025-09-20,2025-09,UK,AMZ,SHOP_US,WH_EU_DE,WH_US_EAST,B2C_MEMBER,CAMP003,67.96,4.3,2.62,2.33,9.25,16.75,4.5,1.56,7.17,1.0,30.979999999999997,27.729999999999997,0.408,3,3,2025-09-20,2025-09-20 01:00:00,2025-09-21 02:00:00,2025-09-22 20:00:00,4
164,2025-08-15,2025-08,US,DTC,SHOP_EU,WH_US_WEST,WH_UK,B2C_STD,,154.95,12.33,11.54,0.34,24.209999999999997,25.78,7.06,5.55,19.33,2.37,60.089999999999996,70.64999999999998,0.456,2,1,2025-08-15,2025-08-15 01:00:00,2025-08-16 15:00:00,2025-08-20 06:00:00,17
