campaign_id,campaign_type,country_code,channel_id,dt,ad_spend,impressions,clicks,roas,ad_attributed_sales
C2,performance,DE,DTC,2026-01-18,703.02,442544,1900,6.23,4381.88
C2,brand,DE,DTC,2026-01-19,2614.3,498881,1204,4.65,12147.86
C2,promo,DE,DTC,2026-01-20,1122.04,103365,3576,6.81,7646.43
C2,performance,DE,DTC,2026-01-21,3254.71,256971,3205,2.61,8502.77
C2,kol,DE,DTC,2026-01-22,3659.74,206270,2223,7.47,27320.96
C2,promo,DE,DTC,2026-01-23,4714.55,146707,4715,5.14,24214.7
C2,performance,DE,DTC,2026-01-24,1959.41,479865,2186,2.81,5510.87
C2,kol,DE,DTC,2026-01-25,4687.38,364944,3128,4.96,23242.19
C2,promo,DE,DTC,2026-01-26,4744.84,317356,3839,5.24,24863.79
C2,promo,DE,DTC,2026-01-27,688.2,346751,3403,5.62,3865.51
C2,brand,DE,DTC,2026-01-28,3397.52,377222,4191,3.5,11903.18
C2,brand,DE,DTC,2026-01-29,2605.32,460992,4250,7.37,19202.25
C2,promo,DE,DTC,2026-01-30,4518.51,315482,4014,6.14,27723.63
C3,performance,US,AMZ,2026-01-01,4777.66,420755,4728,6.14,29323.6
C3,promo,US,AMZ,2026-01-02,1708.51,314603,4692,6.78,11575.97
C3,kol,US,AMZ,2026-01-03,1953.05,362604,1550,5.7,11140.44
C3,kol,US,AMZ,2026-01-04,2902.68,52921,4541,5.07,14713.12
C3,brand,US,AMZ,2026-01-05,3348.2,353079,3154,5.05,16905.0
C3,brand,US,AMZ,2026-01-06,2341.38,401206,2709,2.81,6576.27
C3,promo,US,AMZ,2026-01-07,3383.84,459579,4414,5.94,20088.73
C3,performance,US,AMZ,2026-01-08,3222.28,334464,1685,7.45,24018.51
C3,brand,US,AMZ,2026-01-09,4699.9,119837,3844,7.76,36471.56
C3,brand,US,AMZ,2026-01-10,1746.49,372666,1851,3.63,6332.39
C3,performance,US,AMZ,2026-01-11,1696.53,416573,2424,2.18,3701.42
C3,promo,US,AMZ,2026-01-12,842.45,227171,502,5.28,4445.02
C3,brand,US,AMZ,2026-01-13,4090.74,119767,4515,2.29,9354.7
C3,performance,US,AMZ,2026-01-14,2335.48,280517,1165,6.06,14145.65
C3,brand,US,AMZ,2026-01-15,2567.67,392135,4508,7.72,19831.46
C3,kol,US,AMZ,2026-01-16,4242.91,362067,4530,7.6,32259.49
C3,performance,US,AMZ,2026-01-17,2664.41,441301,4238,6.97,18572.72
C3,promo,US,AMZ,2026-01-18,4819.63,395922,4564,4.48,21588.18
C3,brand,US,AMZ,2026-01-19,2493.22,266461,4195,5.07,12648.77
C3,promo,US,AMZ,2026-01-20,842.38,140481,4150,6.12,5156.81
C3,brand,US,AMZ,2026-01-21,2189.2,83717,1021,7.65,16751.65
C3,performance,US,AMZ,2026-01-22,516.95,177922,2835,5.58,2884.11
C3,kol,US,AMZ,2026-01-23,2915.91,171682,2715,6.74,19651.23
C3,kol,US,AMZ,2026-01-24,918.64,195762,1044,3.75,3443.34
C3,kol,US,AMZ,2026-01-25,4547.54,499450,3327,5.12,23306.02
C3,promo,US,AMZ,2026-01-26,2227.77,51832,908,4.86,10817.28
C3,kol,US,AMZ,2026-01-27,3908.58,123366,3747,2.33,9122.77
C3,kol,US,AMZ,2026-01-28,2152.28,402389,1166,6.14,13214.54
C3,kol,US,AMZ,2026-01-29,566.64,490661,2582,5.08,2879.09
C3,performance,US,AMZ,2026-01-30,2716.35,441825,658,4.94,13405.67
C3,promo,US,DTC,2026-01-01,1708.7,409949,4315,4.41,7537.14
C3,kol,US,DTC,2026-01-02,1618.41,385483,1041,3.96,6414.29
C3,promo,US,DTC,2026-01-03,2106.22,127338,4955,2.78,5851.58
C3,kol,US,DTC,2026-01-04,3975.17,423690,2806,3.98,15840.14
C3,brand,US,DTC,2026-01-05,4148.24,366543,1222,3.78,15674.72
C3,promo,US,DTC,2026-01-06,4807.91,256329,2445,6.06,29159.02
C3,kol,US,DTC,2026-01-07,3486.67,362141,1067,4.02,14005.93
C3,kol,US,DTC,2026-01-08,3401.03,199776,2146,7.98,27140.34
C3,brand,US,DTC,2026-01-09,2380.86,228725,856,6.33,15068.63
C3,kol,US,DTC,2026-01-10,4706.6,494648,4631,5.86,27590.44
C3,brand,US,DTC,2026-01-11,4191.32,295289,3287,6.77,28380.68
C3,performance,US,DTC,2026-01-12,2969.79,242416,3848,4.67,13865.45
C3,kol,US,DTC,2026-01-13,4560.11,99477,2265,5.25,23926.76
C3,kol,US,DTC,2026-01-14,943.23,305392,648,7.08,6677.32
C3,performance,US,DTC,2026-01-15,788.38,294413,595,6.59,5198.29
C3,kol,US,DTC,2026-01-16,3792.99,312672,2810,4.11,15582.12
C3,promo,US,DTC,2026-01-17,2064.2,63919,1192,4.96,10234.53
C3,promo,US,DTC,2026-01-18,2164.5,465162,1038,3.5,7574.14
C3,promo,US,DTC,2026-01-19,4481.04,107153,1528,4.57,20488.89
C3,performance,US,DTC,2026-01-20,834.49,368415,2105,7.06,5892.77
C3,kol,US,DTC,2026-01-21,2019.7,496439,4802,6.17,12469.76
C3,brand,US,DTC,2026-01-22,4578.76,420522,4211,4.32,19775.49
C3,performance,US,DTC,2026-01-23,3749.44,315332,1593,3.86,14486.36
C3,brand,US,DTC,2026-01-24,2047.34,191879,2512,7.31,14956.32
C3,kol,US,DTC,2026-01-25,3927.84,349225,3235,7.99,31385.51
C3,promo,US,DTC,2026-01-26,4459.33,377736,1704,4.38,19520.33
C3,brand,US,DTC,2026-01-27,1005.72,400425,1115,7.26,7300.04
C3,promo,US,DTC,2026-01-28,1830.21,223620,2989,5.08,9296.18
C3,promo,US,DTC,2026-01-29,1231.93,470615,1444,3.13,3858.06
C3,promo,US,DTC,2026-01-30,4236.13,306805,2059,3.71,15712.3
C3,performance,UK,AMZ,2026-01-01,4112.06,362385,3457,3.47,14276.37
C3,kol,UK,AMZ,2026-01-02,3116.15,152063,4763,7.18,22365.47
C3,promo,UK,AMZ,2026-01-03,4431.35,221915,3614,5.92,26249.49
C3,promo,UK,AMZ,2026-01-04,4443.41,76467,1330,2.07,9203.32
C3,promo,UK,AMZ,2026-01-05,4939.01,410256,3533,2.28,11271.98
C3,brand,UK,AMZ,2026-01-06,4606.18,71996,2277,5.29,24389.1
C3,kol,UK,AMZ,2026-01-07,3110.17,436910,2122,2.57,7978.96
C3,brand,UK,AMZ,2026-01-08,2201.14,271432,1137,2.06,4524.48
C3,promo,UK,AMZ,2026-01-09,1080.67,179686,675,4.37,4727.31
C3,performance,UK,AMZ,2026-01-10,1823.02,387819,1202,3.81,6937.53
C3,kol,UK,AMZ,2026-01-11,556.68,306349,1649,3.78,2105.69
C3,brand,UK,AMZ,2026-01-12,1394.73,354587,809,6.03,8404.43
C3,brand,UK,AMZ,2026-01-13,766.89,170454,2064,7.38,5659.21
C3,brand,UK,AMZ,2026-01-14,3191.82,50015,1105,5.17,16488.13
C3,brand,UK,AMZ,2026-01-15,536.66,241799,1394,4.25,2281.6
C3,kol,UK,AMZ,2026-01-16,4770.86,420644,815,3.71,17711.49
C3,kol,UK,AMZ,2026-01-17,3014.18,325731,2453,3.64,10971.53
C3,brand,UK,AMZ,2026-01-18,1349.92,442248,2915,3.78,5100.12
C3,performance,UK,AMZ,2026-01-19,3633.97,378443,2473,6.29,22862.84
C3,brand,UK,AMZ,2026-01-20,2236.16,497166,2826,7.83,17515.84
C3,performance,UK,AMZ,2026-01-21,700.57,95215,2701,2.81,1967.41
C3,performance,UK,AMZ,2026-01-22,1934.14,291443,3323,5.76,11135.75
C3,performance,UK,AMZ,2026-01-23,2470.84,112583,2479,2.44,6017.19
C3,performance,UK,AMZ,2026-01-24,2210.88,290660,4164,7.94,17556.72
C3,kol,UK,AMZ,2026-01-25,3576.65,178404,631,4.92,17604.62
C3,promo,UK,AMZ,2026-01-26,1664.07,81346,3896,5.07,8441.86
C3,kol,UK,AMZ,2026-01-27,1925.8,379287,4017,3.01,5800.91
C3,brand,UK,AMZ,2026-01-28,4631.87,65748,4291,4.38,20278.96
C3,brand,UK,AMZ,2026-01-29,1759.72,251081,975,5.69,10004.19
C3,performance,UK,AMZ,2026-01-30,3888.42,242949,3914,2.49,9698.09
C3,promo,UK,DTC,2026-01-01,1338.43,436868,3058,3.78,5054.42
C3,brand,UK,DTC,2026-01-02,2068.15,490325,3791,5.88,12165.73
C3,brand,UK,DTC,2026-01-03,3127.5,301749,3166,7.74,24194.71
C3,performance,UK,DTC,2026-01-04,3270.25,375370,1093,7.7,25191.41
C3,brand,UK,DTC,2026-01-05,4680.59,216052,2042,2.15,10075.08
C3,brand,UK,DTC,2026-01-06,1796.95,181940,1311,5.27,9464.87
C3,promo,UK,DTC,2026-01-07,1138.7,201633,2244,5.74,6539.14
C3,performance,UK,DTC,2026-01-08,1593.36,466796,2025,4.37,6967.66
C3,performance,UK,DTC,2026-01-09,2707.91,202110,3930,6.99,18937.57
C3,performance,UK,DTC,2026-01-10,836.36,199068,3775,7.87,6585.15
C3,performance,UK,DTC,2026-01-11,4949.94,457096,3349,2.47,12224.6
C3,promo,UK,DTC,2026-01-12,1200.54,415212,574,4.51,5414.8
C3,kol,UK,DTC,2026-01-13,3218.52,259485,2290,5.62,18072.49
C3,promo,UK,DTC,2026-01-14,3169.2,425762,1687,4.08,12916.7
C3,promo,UK,DTC,2026-01-15,4039.45,430157,687,2.64,10680.98
C3,brand,UK,DTC,2026-01-16,2373.76,486697,4379,2.59,6143.37
C3,brand,UK,DTC,2026-01-17,4758.19,415713,1905,5.87,27938.5
C3,brand,UK,DTC,2026-01-18,3391.39,493859,4189,6.18,20967.43
C3,kol,UK,DTC,2026-01-19,4467.75,368675,2043,5.49,24541.73
C3,performance,UK,DTC,2026-01-20,2903.12,94989,1247,2.06,5992.48
C3,brand,UK,DTC,2026-01-21,4509.48,402935,4270,3.87,17443.81
C3,performance,UK,DTC,2026-01-22,960.78,498257,1183,4.28,4113.0
C3,performance,UK,DTC,2026-01-23,3708.58,151584,1533,2.94,10902.8
C3,brand,UK,DTC,2026-01-24,1734.18,69589,3382,2.87,4972.05
C3,performance,UK,DTC,2026-01-25,1190.38,65861,2095,3.08,3671.05
C3,performance,UK,DTC,2026-01-26,2547.57,386279,4669,4.68,11911.63
C3,performance,UK,DTC,2026-01-27,3825.46,210592,736,2.92,11169.49
C3,kol,UK,DTC,2026-01-28,2739.9,470669,2923,3.12,8559.73
C3,promo,UK,DTC,2026-01-29,586.28,208502,3440,3.37,1974.04
C3,performance,UK,DTC,2026-01-30,3441.64,94420,2423,4.96,17074.17
C3,brand,DE,AMZ,2026-01-01,1186.58,299863,1892,4.81,5701.83
C3,brand,DE,AMZ,2026-01-02,4565.33,55738,3598,7.9,36048.44
C3,kol,DE,AMZ,2026-01-03,3678.66,366477,2969,2.99,11003.01
C3,kol,DE,AMZ,2026-01-04,1357.06,125028,3153,2.43,3296.32
C3,kol,DE,AMZ,2026-01-05,4630.31,498484,2710,6.82,31568.52
C3,kol,DE,AMZ,2026-01-06,4424.92,470218,4768,7.74,34246.34
C3,promo,DE,AMZ,2026-01-07,3629.09,100126,4661,5.99,21734.06
C3,performance,DE,AMZ,2026-01-08,1740.01,171284,3830,7.51,13066.69
C3,brand,DE,AMZ,2026-01-09,2470.0,138241,2454,4.9,12106.85
C3,promo,DE,AMZ,2026-01-10,3505.66,411409,4345,2.97,10423.78
C3,performance,DE,AMZ,2026-01-11,4020.78,431148,3924,2.97,11947.24
C3,performance,DE,AMZ,2026-01-12,2653.63,90910,779,5.38,14266.27
C3,brand,DE,AMZ,2026-01-13,4559.55,470134,1974,6.9,31477.11
C3,performance,DE,AMZ,2026-01-14,2301.6,198515,2422,2.24,5145.27
C3,kol,DE,AMZ,2026-01-15,1031.25,52473,4639,3.32,3419.39
C3,performance,DE,AMZ,2026-01-16,2267.15,475426,1094,4.33,9811.57
C3,kol,DE,AMZ,2026-01-17,2409.11,344115,1899,2.84,6853.12
C3,brand,DE,AMZ,2026-01-18,809.38,350102,4178,5.05,4087.26
C3,promo,DE,AMZ,2026-01-19,835.98,100061,775,2.12,1775.51
C3,brand,DE,AMZ,2026-01-20,2527.62,61217,1473,3.54,8944.4
C3,brand,DE,AMZ,2026-01-21,4260.07,265280,1046,4.63,19732.36
C3,promo,DE,AMZ,2026-01-22,1935.84,434333,3272,3.24,6275.02
C3,kol,DE,AMZ,2026-01-23,1539.24,455155,2342,5.19,7991.63
C3,kol,DE,AMZ,2026-01-24,1430.42,481494,3944,5.04,7206.77
C3,performance,DE,AMZ,2026-01-25,4100.24,212812,4737,3.04,12446.91
C3,performance,DE,AMZ,2026-01-26,4737.36,360509,2557,5.0,23686.15
C3,brand,DE,AMZ,2026-01-27,1346.18,249304,1139,3.36,4521.25
C3,kol,DE,AMZ,2026-01-28,2655.47,464725,4902,3.63,9642.45
C3,performance,DE,AMZ,2026-01-29,3331.01,228475,4097,2.8,9313.05
C3,kol,DE,AMZ,2026-01-30,3713.39,460372,2145,2.98,11056.62
C3,kol,DE,DTC,2026-01-01,4194.64,117384,2061,3.12,13074.65
C3,kol,DE,DTC,2026-01-02,2559.06,452506,2550,7.05,18046.86
C3,promo,DE,DTC,2026-01-03,4023.2,217813,2822,5.63,22641.27
C3,promo,DE,DTC,2026-01-04,2795.27,111768,2802,4.37,12221.31
C3,promo,DE,DTC,2026-01-05,542.05,127123,716,6.99,3789.44
C3,brand,DE,DTC,2026-01-06,3595.83,472069,4929,3.84,13810.74
C3,performance,DE,DTC,2026-01-07,4689.59,423924,1399,4.05,18988.35
C3,performance,DE,DTC,2026-01-08,3958.11,435219,2393,3.62,14316.25
C3,brand,DE,DTC,2026-01-09,858.45,340320,3843,5.84,5013.5
C3,brand,DE,DTC,2026-01-10,4663.69,247494,892,7.83,36493.96
C3,kol,DE,DTC,2026-01-11,3795.37,302234,3838,6.92,26275.27
C3,brand,DE,DTC,2026-01-12,3924.01,333539,854,4.86,19074.72
C3,promo,DE,DTC,2026-01-13,2024.61,433800,1128,4.53,9167.96
C3,brand,DE,DTC,2026-01-14,2900.28,254071,1921,7.97,23118.01
C3,performance,DE,DTC,2026-01-15,2346.21,92192,2456,4.36,10221.77
C3,kol,DE,DTC,2026-01-16,2442.43,52395,4645,6.61,16145.44
C3,brand,DE,DTC,2026-01-17,3412.0,450327,2292,2.12,7233.68
C3,kol,DE,DTC,2026-01-18,3933.5,495919,4128,4.93,19386.58
C3,promo,DE,DTC,2026-01-19,3079.17,447312,1519,5.87,18081.11
C3,kol,DE,DTC,2026-01-20,1111.25,449181,3772,3.2,3556.06
C3,promo,DE,DTC,2026-01-21,2598.77,287784,695,4.58,11889.75
C3,promo,DE,DTC,2026-01-22,3824.62,434233,3712,7.92,30284.46
C3,promo,DE,DTC,2026-01-23,1667.99,72007,1221,3.51,5856.51
C3,performance,DE,DTC,2026-01-24,1820.28,128038,4287,2.13,3882.55
C3,performance,DE,DTC,2026-01-25,2139.84,477235,1602,5.82,12450.09
C3,brand,DE,DTC,2026-01-26,4382.88,369733,771,7.97,34917.09
C3,brand,DE,DTC,2026-01-27,4062.38,223497,1695,4.39,17825.88
C3,brand,DE,DTC,2026-01-28,3475.69,235399,2114,7.37,25624.44
C3,brand,DE,DTC,2026-01-29,3216.34,223333,1111,2.09,6721.19
C3,promo,DE,DTC,2026-01-30,4051.6,416677,819,6.87,27818.66
C4,promo,US,AMZ,2026-01-01,4042.63,263165,4519,6.94,28056.2
C4,promo,US,AMZ,2026-01-02,1019.3,354960,3652,2.51,2556.78
C4,promo,US,AMZ,2026-01-03,3159.93,382870,3213,2.33,7376.58
C4,performance,US,AMZ,2026-01-04,4273.25,57758,1945,7.22,30836.27
C4,brand,US,AMZ,2026-01-05,3022.43,233148,1465,4.4,13304.52
C4,brand,US,AMZ,2026-01-06,2847.2,259896,3021,6.16,17532.58
C4,promo,US,AMZ,2026-01-07,3396.87,90484,3904,3.73,12666.08
C4,performance,US,AMZ,2026-01-08,1787.27,178824,3654,5.48,9791.88
C4,performance,US,AMZ,2026-01-09,3195.95,317724,714,2.35,7507.31
C4,kol,US,AMZ,2026-01-10,4003.54,177319,4789,5.45,21809.07
C4,promo,US,AMZ,2026-01-11,3045.88,458190,2872,3.3,10061.59
C4,kol,US,AMZ,2026-01-12,3530.26,253225,1383,3.08,10881.41
C4,performance,US,AMZ,2026-01-13,1831.67,79756,4991,2.51,4589.48
C4,performance,US,AMZ,2026-01-14,4107.86,142943,2477,5.44,22345.36
C4,kol,US,AMZ,2026-01-15,4239.15,445340,1698,4.84,20523.49
C4,brand,US,AMZ,2026-01-16,3012.73,160623,1497,7.78,23441.77
C4,brand,US,AMZ,2026-01-17,501.08,297439,3539,3.97,1988.73
C4,performance,US,AMZ,2026-01-18,1074.3,397591,3526,4.83,5188.05
C4,promo,US,AMZ,2026-01-19,4723.11,404837,4703,3.27,15454.81
C4,brand,US,AMZ,2026-01-20,4584.57,352383,4243,5.26,24111.72
C4,promo,US,AMZ,2026-01-21,3222.23,381004,940,5.19,16728.09
C4,promo,US,AMZ,2026-01-22,3105.22,363697,1524,7.01,21771.86
C4,performance,US,AMZ,2026-01-23,1901.03,169968,4756,7.89,14998.13
C4,promo,US,AMZ,2026-01-24,514.05,236110,972,6.06,3116.56
C4,kol,US,AMZ,2026-01-25,4207.91,476573,1860,3.19,13437.98
C4,promo,US,AMZ,2026-01-26,554.81,407491,2816,3.74,2072.83
C4,performance,US,AMZ,2026-01-27,2423.34,188307,533,5.07,12282.99
C4,performance,US,AMZ,2026-01-28,3061.18,73645,875,4.1,12541.18
C4,promo,US,AMZ,2026-01-29,3754.53,445158,4504,6.75,25344.19
C4,performance,US,AMZ,2026-01-30,3146.39,97024,2365,5.3,16675.47
C4,performance,US,DTC,2026-01-01,2130.94,283076,2016,5.6,11929.67
C4,promo,US,DTC,2026-01-02,3873.32,144020,3173,2.4,9295.07
C4,kol,US,DTC,2026-01-03,4242.19,100406,4188,4.66,19766.57
C4,promo,US,DTC,2026-01-04,2615.43,70641,3529,7.7,20148.41
C4,performance,US,DTC,2026-01-05,1059.07,163431,3399,5.99,6344.67
C4,promo,US,DTC,2026-01-06,4594.21,218082,2211,3.32,15252.76
C4,promo,US,DTC,2026-01-07,1820.25,448591,1185,2.48,4510.31
C4,kol,US,DTC,2026-01-08,1963.1,226169,3938,6.91,13569.79
C4,brand,US,DTC,2026-01-09,4257.61,367453,1419,6.25,26605.89
C4,kol,US,DTC,2026-01-10,2288.7,476855,4890,4.24,9708.31
C4,promo,US,DTC,2026-01-11,1309.53,118591,4494,4.86,6363.98
C4,kol,US,DTC,2026-01-12,1926.83,66997,2372,4.21,8114.09
C4,promo,US,DTC,2026-01-13,3917.69,426394,3873,4.0,15654.85
C4,brand,US,DTC,2026-01-14,3310.69,421831,1067,3.44,11391.29
C4,kol,US,DTC,2026-01-15,4847.25,227561,4314,7.46,36140.25
C4,kol,US,DTC,2026-01-16,554.28,257358,860,3.67,2036.71
C4,kol,US,DTC,2026-01-17,3442.56,437064,2544,7.91,27228.0
C4,promo,US,DTC,2026-01-18,3273.22,328496,3341,4.07,13317.82
C4,kol,US,DTC,2026-01-19,1900.37,457251,3353,7.53,14313.08
C4,promo,US,DTC,2026-01-20,552.07,187901,845,5.74,3168.31
C4,kol,US,DTC,2026-01-21,3287.08,386071,3440,2.01,6592.76
C4,kol,US,DTC,2026-01-22,3392.36,231880,3192,4.79,16265.08
C4,kol,US,DTC,2026-01-23,2862.2,389233,1901,4.69,13411.53
C4,kol,US,DTC,2026-01-24,4195.4,398114,3960,3.55,14889.26
C4,brand,US,DTC,2026-01-25,1046.59,110721,571,6.22,6506.38
C4,promo,US,DTC,2026-01-26,3442.23,294437,1543,5.02,17285.02
C4,kol,US,DTC,2026-01-27,4182.81,127228,809,2.52,10542.72
C4,promo,US,DTC,2026-01-28,4923.25,429318,4245,4.65,22907.51
C4,promo,US,DTC,2026-01-29,1666.58,95313,3907,5.34,8902.39
C4,performance,US,DTC,2026-01-30,3735.47,407470,4737,4.5,16797.33
C4,kol,UK,AMZ,2026-01-01,3722.78,54369,4529,3.36,12516.02
C4,promo,UK,AMZ,2026-01-02,1906.2,83055,3695,4.92,9380.11
C4,brand,UK,AMZ,2026-01-03,4225.6,100272,946,6.32,26726.49
C4,kol,UK,AMZ,2026-01-04,1709.52,132641,2663,5.64,9643.67
C4,promo,UK,AMZ,2026-01-05,4916.37,494093,1193,4.9,24065.8
C4,promo,UK,AMZ,2026-01-06,1675.4,313272,1057,3.58,5993.38
C4,promo,UK,AMZ,2026-01-07,1781.85,352094,2156,2.57,4571.26
C4,brand,UK,AMZ,2026-01-08,3510.29,308815,953,7.5,26311.61
C4,promo,UK,AMZ,2026-01-09,3894.27,63338,3061,3.5,13615.36
C4,performance,UK,AMZ,2026-01-10,3395.86,378042,3954,7.17,24339.49
C4,kol,UK,AMZ,2026-01-11,2718.66,493853,2603,5.6,15236.56
C4,kol,UK,AMZ,2026-01-12,2456.61,407073,1707,5.74,14109.97
C4,performance,UK,AMZ,2026-01-13,1054.88,334931,1425,6.96,7346.51
C4,performance,UK,AMZ,2026-01-14,3052.23,414375,2042,2.19,6687.86
C4,performance,UK,AMZ,2026-01-15,4617.65,88059,1408,5.75,26549.34
C4,kol,UK,AMZ,2026-01-16,4523.48,77313,3086,7.13,32245.52
C4,performance,UK,AMZ,2026-01-17,2261.2,141665,2842,3.44,7781.61
C4,kol,UK,AMZ,2026-01-18,2725.69,323111,571,5.23,14262.54
C4,promo,UK,AMZ,2026-01-19,1531.02,483039,1924,2.79,4266.54
C4,performance,UK,AMZ,2026-01-20,2990.89,144182,2175,4.47,13367.43
C4,kol,UK,AMZ,2026-01-21,4619.65,60110,578,4.07,18789.83
C4,promo,UK,AMZ,2026-01-22,4431.53,232296,1984,3.45,15308.78
C4,promo,UK,AMZ,2026-01-23,4371.67,149854,2329,6.37,27828.13
C4,performance,UK,AMZ,2026-01-24,2349.15,89369,4959,3.5,8228.27
C4,promo,UK,AMZ,2026-01-25,3380.22,236307,2594,7.25,24500.55
C4,performance,UK,AMZ,2026-01-26,2402.85,178145,867,5.12,12302.87
C4,brand,UK,AMZ,2026-01-27,4498.89,454271,2376,7.58,34082.17
C4,promo,UK,AMZ,2026-01-28,4936.13,376810,4106,3.41,16808.34
C4,kol,UK,AMZ,2026-01-29,3190.68,81335,1895,7.11,22675.09
C4,promo,UK,AMZ,2026-01-30,1218.33,499704,3131,6.73,8200.96
C4,brand,UK,DTC,2026-01-01,3777.59,349260,2504,5.03,19006.41
C4,performance,UK,DTC,2026-01-02,1990.46,64407,2357,7.34,14619.85
C4,brand,UK,DTC,2026-01-03,4028.28,390773,3288,3.0,12076.26
C4,kol,UK,DTC,2026-01-04,910.6,78004,4587,7.25,6602.52
C4,promo,UK,DTC,2026-01-05,583.05,377452,2549,6.24,3638.67
C4,kol,UK,DTC,2026-01-06,3232.53,414352,2727,4.3,13889.42
C4,kol,UK,DTC,2026-01-07,4372.3,72650,4473,7.81,34157.06
C4,promo,UK,DTC,2026-01-08,3978.91,184801,927,3.64,14492.22
C4,brand,UK,DTC,2026-01-09,2639.87,307571,3833,5.06,13356.67
C4,kol,UK,DTC,2026-01-10,1220.33,455412,4750,7.9,9646.7
C4,performance,UK,DTC,2026-01-11,4691.4,297380,4363,2.24,10522.47
C4,performance,UK,DTC,2026-01-12,4650.96,94552,2933,3.41,15877.75
C4,kol,UK,DTC,2026-01-13,2756.28,450074,1258,2.5,6901.75
C4,performance,UK,DTC,2026-01-14,1869.11,373599,1568,7.65,14306.18
C4,performance,UK,DTC,2026-01-15,897.97,151611,1202,7.53,6759.86
C4,performance,UK,DTC,2026-01-16,1895.66,233741,3153,4.31,8161.13
C4,kol,UK,DTC,2026-01-17,4005.92,218377,2168,4.98,19951.97
C4,kol,UK,DTC,2026-01-18,2661.07,415171,4084,6.8,18101.84
C4,kol,UK,DTC,2026-01-19,2342.83,467614,3242,7.55,17695.81
C4,promo,UK,DTC,2026-01-20,3502.46,473840,1851,4.57,15996.5
C4,performance,UK,DTC,2026-01-21,4799.83,275997,3146,5.13,24643.48
C4,promo,UK,DTC,2026-01-22,4474.04,116558,2537,4.9,21941.74
C4,promo,UK,DTC,2026-01-23,4021.3,316267,719,2.27,9140.09
C4,performance,UK,DTC,2026-01-24,3823.18,272858,1291,3.68,14052.45
C4,performance,UK,DTC,2026-01-25,4990.62,218769,4912,6.35,31666.63
C4,kol,UK,DTC,2026-01-26,709.44,357550,1010,5.87,4165.77
C4,brand,UK,DTC,2026-01-27,4893.86,93016,2020,7.72,37783.61
C4,kol,UK,DTC,2026-01-28,2252.16,67959,4446,4.56,10275.79
C4,brand,UK,DTC,2026-01-29,1505.72,176206,1546,4.54,6830.78
C4,performance,UK,DTC,2026-01-30,1639.6,286109,4931,2.17,3560.86
C4,promo,DE,AMZ,2026-01-01,4882.45,287145,692,3.4,16582.66
C4,brand,DE,AMZ,2026-01-02,2978.34,278497,3025,5.68,16918.98
C4,brand,DE,AMZ,2026-01-03,900.51,146129,610,2.88,2595.06
C4,performance,DE,AMZ,2026-01-04,1625.26,292821,3143,3.72,6047.39
C4,performance,DE,AMZ,2026-01-05,1069.45,449965,796,2.85,3050.47
C4,performance,DE,AMZ,2026-01-06,4232.85,450880,4611,4.93,20861.83
C4,brand,DE,AMZ,2026-01-07,536.14,119918,565,5.19,2781.58
C4,brand,DE,AMZ,2026-01-08,3601.53,358602,3739,4.82,17366.88
C4,performance,DE,AMZ,2026-01-09,825.57,264117,1385,4.26,3518.33
C4,promo,DE,AMZ,2026-01-10,1205.19,317014,3025,5.6,6744.93
C4,performance,DE,AMZ,2026-01-11,4809.49,177463,3732,2.01,9680.76
C4,kol,DE,AMZ,2026-01-12,2516.34,230685,1111,5.61,14114.88
C4,promo,DE,AMZ,2026-01-13,1060.27,131662,505,5.02,5321.89
C4,performance,DE,AMZ,2026-01-14,1090.47,388730,3106,5.8,6322.54
C4,brand,DE,AMZ,2026-01-15,2808.81,272873,1638,6.66,18709.94
C4,promo,DE,AMZ,2026-01-16,4347.9,399705,3427,4.61,20028.77
C4,brand,DE,AMZ,2026-01-17,4520.5,311538,2915,2.78,12579.35
C4,brand,DE,AMZ,2026-01-18,1892.94,115195,4600,4.98,9432.22
C4,performance,DE,AMZ,2026-01-19,3408.81,371095,4063,2.31,7864.94
C4,kol,DE,AMZ,2026-01-20,1998.68,306760,1291,4.54,9073.93
C4,promo,DE,AMZ,2026-01-21,2713.15,205360,2591,5.65,15335.01
C4,promo,DE,AMZ,2026-01-22,1380.5,380657,1342,2.92,4029.24
C4,brand,DE,AMZ,2026-01-23,3055.28,481146,3013,3.06,9350.81
C4,kol,DE,AMZ,2026-01-24,4071.73,250211,1716,3.73,15195.69
C4,promo,DE,AMZ,2026-01-25,1370.95,81276,1431,5.36,7342.55
C4,performance,DE,AMZ,2026-01-26,1736.31,200434,4392,6.69,11608.39
C4,brand,DE,AMZ,2026-01-27,2057.5,145930,3418,2.62,5393.65
C4,promo,DE,AMZ,2026-01-28,1834.79,232394,835,5.85,10734.72
C4,promo,DE,AMZ,2026-01-29,4954.91,282661,3947,3.72,18446.7
C4,performance,DE,AMZ,2026-01-30,2448.35,448115,4506,6.94,16982.98
C4,kol,DE,DTC,2026-01-01,3918.03,388015,1785,7.84,30706.15
C4,brand,DE,DTC,2026-01-02,1693.2,218902,3020,6.06,10265.01
C4,brand,DE,DTC,2026-01-03,717.22,246437,2047,7.71,5533.31
C4,performance,DE,DTC,2026-01-04,4462.47,487513,2257,3.74,16682.61
C4,brand,DE,DTC,2026-01-05,1633.05,397548,4185,2.12,3464.38
C4,kol,DE,DTC,2026-01-06,2410.84,198388,4737,2.12,5118.1
